id,course_id,start,end,course_type,category
9126,course-v1:lagos_UC_BerkeleyX+CS169_1x+2017_T1,2014-07-31 08:00:00,2014-11-27 00:00:00,0,
573,TsinghuaX/20740084X/2015_T2,2015-09-18 08:00:00,2016-03-14 00:00:00,0,computer
11557,course-v1:CQU+TSJYSSG00017+2017_T1,2017-05-01 00:00:00,2020-05-01 00:00:00,0,
11211,course-v1:JLU+00691153X+161721,2017-04-03 23:30:00,2017-09-02 23:30:00,0,
4196,course-v1:TsinghuaX-wut+00690242X+2015_T2,2015-03-02 10:00:00,2016-07-26 23:30:00,0,
3033,course-v1:ZWU+ZWET001+2015_T2,2014-12-12 08:00:00,2015-03-11 00:00:00,0,
225,UC_BerkeleyX/ColWri2_1x/2014_T2,2014-09-24 00:00:00,2014-12-03 00:00:00,0,foreign language
3032,course-v1:BuuX+01030132X+2015_T2,2015-09-01 09:00:00,2016-05-27 00:00:00,0,
11709,course-v1:RiceX+RELI157x+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,social science
8709,course-v1:TsinghuaX+02090091X_p7+sp,2017-01-04 08:00:00,,1,
12021,course-v1:yunnan_bsxy+ks1+2017_T1,2017-06-12 08:00:00,2017-07-31 23:30:00,0,
508,TsinghuaX/30700313_2015X/2015_T1,2015-03-04 09:00:00,2015-07-21 00:00:00,0,social science
5002,course-v1:ChongQingQUniversity+STA001+201603,2017-02-15 08:00:00,2017-05-28 00:00:00,0,
6824,course-v1:IDBx+IDB9x+2T2016,2016-10-11 08:00:00,2016-11-29 08:00:00,0,
11180,course-v1:RITx+PM9003x+2T2018_2,2018-08-27 08:00:00,2018-11-05 08:00:00,0,
10573,course-v1:TsinghuaX+10610193X_03+2017_T1,2017-03-21 00:00:00,2017-06-21 00:00:00,0,
1644,course-v1:TsinghuaX+70250023_2014X+2015_T1,2015-06-18 09:00:00,2016-06-18 23:00:00,0,
6469,course-v1:XJTUMOOC+CORE0302+2016,2016-06-23 00:00:00,2016-08-01 00:00:00,0,
8900,course-v1:dongguan+zhiye047+20161223,2016-12-23 08:00:00,2017-04-23 00:00:00,0,
7778,course-v1:MITx+8.01.2x+3T2016,2016-11-23 08:00:00,2017-01-18 08:00:00,0,
4921,course-v1:TsinghuaX+30240233X_2015_T2+sp,2016-08-01 08:00:00,,1,computer
3019,course-v1:BIT+00612642_2015X+2015_T2,2015-09-07 12:00:00,2016-01-31 00:00:00,0,
12014,course-v1:MITx+8.01.2x+3T2017,2017-11-01 08:00:00,2018-01-03 08:00:00,0,
6430,course-v1:TsinghuaX+80512073X+2016_TS,2016-07-01 08:00:00,2016-09-01 23:30:00,0,economics
10427,course-v1:YunnanUniversity+Li01+2017T1,2017-02-27 10:00:00,2017-06-26 12:00:00,0,
5720,course-v1:swust_TsinghuaX+00740043_2x+2016_T1,2016-03-31 14:30:00,2016-06-18 14:30:00,0,
4909,course-v1:MicrosoftX+Microsoft101+sp,2016-08-01 08:00:00,,1,computer
9337,course-v1:TsinghuaX+00720091X_p3+sp,2017-02-09 00:00:00,,1,education
10622,course-v1:USMx+GBH100x+2T2017,2017-05-15 08:00:00,2017-06-22 08:00:00,0,
111,UC_BerkeleyX/CS_184_1x/_,2014-09-15 08:00:00,2014-12-02 00:00:00,0,computer
11129,course-v1:ColumbiaX+DS101X+1T2017,2017-05-15 08:00:00,2018-05-15 08:00:00,0,
6562,course-v1:HongheUniversity+46025100+2016-2017-2,2017-08-20 00:00:00,2018-12-20 00:00:00,0,
11827,course-v1:byxy+byxy0524+2017_T2,2017-05-01 08:00:00,2017-05-03 23:30:00,0,
10094,course-v1:xuetangX+20170224X+2017_T1,2017-02-20 08:00:00,2017-12-31 23:30:00,0,
3948,course-v1:CIE+30700313X+2015_T2,2015-11-04 09:00:00,2016-12-21 00:00:00,0,
7279,course-v1:LouvainX+Louv4x+1T2017,2017-02-13 08:00:00,2017-04-02 08:00:00,0,
1591,course-v1:TsinghuaX+10610204X+T2,2016-09-01 12:00:00,2016-12-30 18:00:00,0,
10211,course-v1:UBCx+SoftConst1x+3T2017,2017-08-15 08:00:00,2019-08-15 08:00:00,0,
8773,course-v1:glut_TsinghuaX+30700313X+2016_T2,2016-12-15 00:00:00,2017-03-15 00:00:00,0,
12326,course-v1:xuetangX+testvpc_20161215X+2017_T2,2017-07-12 08:00:00,2017-10-12 23:30:00,0,
210,JLU/DKW002/2014_T2,2015-05-02 08:00:00,2015-12-23 00:00:00,0,
11873,course-v1:TsinghuaX+00690863X+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,literature
9534,course-v1:sdjtu+gy001+2017-T2,2017-09-01 08:30:00,2018-01-16 00:00:00,0,
835,SpocDemo/30240184X/2015_T1,2015-02-26 08:00:00,2016-02-26 00:00:00,0,
6850,course-v1:CurtinX+MKT2x+3T2016,2016-10-24 08:00:00,2016-12-12 08:00:00,0,
9178,course-v1:TsinghuaX+00740043_1x+2017_T1,2017-02-20 08:00:00,2017-05-31 23:30:00,0,computer
5746,course-v1:365dx+146+2016_T1,2016-03-01 08:00:00,2016-07-01 00:00:00,0,
4321,course-v1:CQDD+gx01640603_103138_+2015_T2,2015-12-16 08:00:00,2016-05-27 00:00:00,0,
10380,course-v1:MITx+7.00x+1T2017,2017-03-06 08:00:00,2017-07-18 08:00:00,0,
4550,course-v1:TsinghuaX+00690212X+2016_T1,2016-03-14 09:00:00,2016-06-30 23:30:00,0,history
8435,course-v1:TsinghuaX+70250023X+2016_2017,2016-03-09 09:00:00,2016-07-20 00:00:00,0,
8924,course-v1:dongguan+zhiye061+20161223,2016-12-23 08:00:00,2017-04-23 00:00:00,0,
6576,course-v1:zhongrongxin+fw009+2016_7,2016-07-04 08:00:00,2017-04-30 00:00:00,0,
1446,course-v1:RiceX+AdvBIO_5x+_,2015-08-11 09:00:00,2015-09-14 10:30:00,0,biology
4974,course-v1:TsinghuaX+20250103X+sp,2015-09-21 08:00:00,,1,electrical
2087,course-v1:TsinghuaX+HBMK001+2015_T2,2015-07-01 00:00:00,2016-05-26 00:00:00,0,
9410,course-v1:ZK+07726+J,2018-01-01 08:00:00,2020-01-01 00:00:00,0,
2046,course-v1:HIT+13SC20301820+2015_T2,2015-09-01 09:00:00,2016-01-24 23:30:00,0,economics
8576,course-v1:NBUX+MH001x+sp,2016-11-26 10:00:00,,1,social science
1978,course-v1:TsinghuaX+10800032X+2015_T2,2015-07-09 00:00:00,2016-07-09 00:00:00,0,
6922,course-v1:TsinghuaX+AP000004X+2016-2,2016-09-16 08:00:00,2017-01-08 23:30:00,0,math
11362,course-v1:WageningenX+NUTR101x+2T2017,2017-05-30 08:00:00,2017-09-28 08:00:00,0,
10331,course-v1:hit+hit_13GH16000700_1+2017_T1,2017-03-10 08:00:00,2017-06-24 08:00:00,0,
12069,course-v1:Microsoft+DEV277x+2T2017,2017-07-01 08:00:00,2017-09-30 08:00:00,0,
8403,course-v1:TsinghuaX+00740113_1X+2016_2017,2016-03-01 08:00:00,2016-07-15 23:30:00,0,
8601,course-v1:TsinghuaX+THUSEM003+sp,2016-12-06 12:00:00,,1,economics
9010,course-v1:dongguan+zhiye011+20161223,2016-12-23 08:00:00,2017-04-23 00:00:00,0,
8461,course-v1:NUDT+082501502+2016_2017,2016-05-10 15:00:00,2016-07-24 23:00:00,0,
8434,course-v1:TsinghuaX+00680142X+2016_2017,2016-03-04 14:00:00,2016-06-29 08:00:00,0,
11138,course-v1:UQx+LGDM2x+2T2017,2017-06-13 08:00:00,2017-09-08 08:00:00,0,
8878,course-v1:dongguan+zhongshen011+20161223,2016-12-23 08:00:00,2017-04-23 00:00:00,0,
11365,course-v1:CQU+TSJYHG00038+2017_T1,2018-05-01 00:00:00,2028-05-01 00:00:00,0,
11793,course-v1:JNUX+jnu01023008X+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,foreign language
1843,course-v1:SDUx+131000110_tv+2015_T2,2015-06-26 08:00:00,2016-06-26 00:00:00,0,
1631,course-v1:TsinghuaX+10421084_2014X+2014_T2,2015-06-18 09:00:00,2016-06-18 09:00:00,0,
4261,course-v1:TsinghuaX+THU00013X+sp,2015-09-15 08:00:00,,1,business
9554,course-v1:CPVS+CPVS-homework_hangkongfuwu+20170118,2017-01-18 12:00:00,2017-02-17 23:30:00,0,
12045,course-v1:Microsoft+CLD224x+3T2017,2017-07-01 08:00:00,2017-09-30 08:00:00,0,
2629,course-v1:TsinghuaX+THU00022X+2015__T2,2015-08-07 00:00:00,2016-08-07 00:00:00,0,
7131,course-v1:guangxi_FUDANx+ECON130007_01+2016_T2,2016-08-25 00:00:00,2016-11-25 00:00:00,0,
8353,course-v1:FullbridgeX+Career5x+3T2016,2016-10-27 08:00:00,2017-10-27 08:00:00,0,
10553,course-v1:UAMx+Idealismo501x+1T2017,2017-03-28 08:00:00,2017-10-03 08:00:00,0,
5664,course-v1:pec+20220214_X+2016_T1,2016-03-04 00:00:00,2016-06-30 00:00:00,0,
3804,course-v1:CIE+FAP001+2015_T2,2016-03-01 00:00:00,2016-12-30 00:00:00,0,
12138,course-v1:Microsoft+DAT221x+2T2017,2017-07-01 08:00:00,2017-09-30 08:00:00,0,
1839,course-v1:TsinghuaX+00690242+2015_TS,2015-07-13 08:00:00,2016-01-25 15:30:00,0,literature
6934,course-v1:TsinghuaX+AP000001X+2016T2,2016-09-16 08:00:00,2017-01-03 00:00:00,0,chemistry
11104,course-v1:IDBx+IDB1x+2T2017,2017-08-03 08:00:00,2017-09-14 08:00:00,0,
1858,course-v1:TsinghuaX+10421145_2015X+2015_T2,2015-06-29 08:00:00,2016-06-29 00:00:00,0,
8956,course-v1:dongguan+zhiye093+20161223,2016-12-23 08:00:00,2017-04-23 00:00:00,0,
2998,course-v1:BIT+00510888X+2015_T2,2015-09-07 12:00:00,2016-01-31 00:00:00,0,
11046,course-v1:SDJTU+070869+2017-2018_T1,2017-09-04 09:00:00,2017-12-30 00:00:00,0,
9165,course-v1:TsinghuaX+00690242X+2017_T1,2017-02-20 08:00:00,2017-07-01 00:00:00,0,history
11251,course-v1:TsinghuaX+60250131X+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,computer
11000,course-v1:UQx+LEARNx+2T2017,2017-05-15 08:00:00,2017-12-30 08:00:00,0,
8814,course-v1:bjzrxrz+Exam01+2016_T2,2016-12-23 09:00:00,2016-12-25 00:00:00,0,
4189,course-v1:xxt+00690242+2015_T2,2015-12-07 00:00:00,2016-12-07 00:00:00,0,
80,TsinghuaX/80512073_2014_1X/_2014_,2014-03-10 09:00:00,2014-06-25 11:30:00,0,economics
10483,course-v1:CQUMOOC+0003-EmbeddedController+2017_T1,2017-04-01 08:00:00,2017-12-31 22:00:00,0,
2929,course-v1:TsinghuaX+10610224X+2015__T1,2016-10-01 00:00:00,2016-12-30 18:00:00,0,
10502,course-v1:UAMx+Renal701x+1T2017,2017-03-28 08:00:00,2017-10-03 08:00:00,0,
3196,course-v1:SCU+00011142+2015_T2,2015-10-01 08:00:00,2016-01-31 00:00:00,0,literature
10570,course-v1:TsinghuaX+10610193X_11+2017_T1,2017-03-21 00:00:00,2017-06-21 00:00:00,0,
11414,course-v1:UPValenciaX+FFI101.2x+2T2017,2017-07-18 08:00:00,2018-07-18 08:00:00,0,
4556,course-v1:TsinghuaX+00310222X+2016_T1,2016-03-01 08:00:00,2016-07-31 23:30:00,0,physics
5123,course-v1:sanxiauX+10421084X+2016_T1,2016-01-21 00:00:00,2016-05-30 00:00:00,0,
7104,course-v1:TsinghuaX+20750011+2016_T2,2016-09-12 08:00:00,2017-01-20 00:00:00,0,
9424,course-v1:ZK+03706+J,2018-01-01 08:00:00,2020-01-01 00:00:00,0,
6580,course-v1:zhongrongxin+fw013+2016_7,2016-07-04 08:00:00,2017-04-30 00:00:00,0,
7703,course-v1:HKPolyUx+HTM541x+1T2017,2017-01-18 08:00:00,2017-03-31 08:00:00,0,
7859,course-v1:lzufe+gx01640603-103138-1+2016_T2,2016-10-11 00:00:00,2016-12-12 00:00:00,0,
7173,course-v1:guangxi_TsinghuaX+AP000005X+2016_T2,2016-08-25 00:00:00,2016-11-25 00:00:00,0,
7437,course-v1:xianjiaotonguniversity+CHEM213109+2016-T1,2016-10-01 08:00:00,2017-01-13 00:00:00,0,
5750,course-v1:365dx+151+2016_T1,2016-03-01 08:00:00,2016-07-01 00:00:00,0,
11627,course-v1:CYCU+cycusheji+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,art
1905,course-v1:TsinghuaX+10430484+2015_T2,2015-07-02 09:00:00,2016-07-02 10:00:00,0,
5152,course-v1:cqu_TsinghuaX+00510888X+2016_T1,2016-02-24 00:00:00,2016-06-08 00:00:00,0,
2615,course-v1:universityX+HY11+2015_T2,2016-01-01 00:00:00,2016-04-01 00:00:00,0,
1445,course-v1:RiceX+AdvBIO_3x+_,2015-07-06 09:00:00,2015-08-31 18:00:00,0,biology
9118,course-v1:TsinghuaX+10421084X+2017-T1,2017-02-27 08:00:00,2017-06-15 23:30:00,0,math
466,TsinghuaSEM/MOOC2014005/2015_04,2015-04-27 10:00:00,2015-06-08 10:00:00,0,
11466,course-v1:CQU+TSJYSSG00015+2017_T1,2017-05-01 00:00:00,2020-05-01 00:00:00,0,
1811,course-v1:TsinghuaX+30240243X_tv+2015_T1,2015-03-02 08:00:00,,1,computer
11159,course-v1:UPMCx+ProgIOS2x+2T2017,2017-05-23 08:00:00,2017-06-16 08:00:00,0,
1634,course-v1:BIT+ELC05198+2015_T2,2015-06-18 00:00:00,2016-06-18 00:30:00,0,
10685,course-v1:MITx+6.00.2x_7+1T2017,2017-03-07 08:00:00,2017-05-09 08:00:00,0,
10383,course-v1:TsinghuaX+guangxi02070251X+2017_T1,2017-03-10 00:00:00,2017-06-10 00:00:00,0,
9991,course-v1:cqunivercity+228003-001+2016-2,2017-02-21 14:00:00,2017-05-01 12:00:00,0,
9298,course-v1:ynu_TsinghuaX+00691153X+2017_T1,2017-01-09 00:00:00,2017-07-10 00:00:00,0,
550,TsinghuaX/AP000000X/2015_T2,2015-09-01 08:00:00,2016-01-17 00:00:00,0,chemistry
4338,course-v1:CQDD+10610193X+2015_T2,2015-12-16 08:00:00,2016-05-27 00:00:00,0,
3761,course-v1:LZUFE+00691153X+2015_T2,2015-11-09 08:00:00,2016-01-10 00:00:00,0,
3453,course-v1:GKDJXJY+CCX001+2015_T2,2017-03-05 09:00:00,2017-07-10 00:00:00,0,
8408,course-v1:TsinghuaX+34100325X+2016_2017,2016-02-24 08:00:00,2016-08-31 00:00:00,0,
12106,course-v1:USMx+LDT100x+2T2017_2,2017-08-21 08:00:00,2017-10-16 08:00:00,0,
11453,course-v1:TsinghuaX+10610224X+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,philosophy
9990,course-v1:UQx+Write101_x+2017_T1,2017-03-15 08:00:00,2017-05-31 23:30:00,0,foreign language
12022,course-v1:yunnan_bsxy+ks2+2017_T1,2017-06-12 08:00:00,2017-07-31 23:30:00,0,
9656,course-v1:PurdueX+416.2x+1T2017,2017-01-30 08:00:00,2017-04-30 08:00:00,0,
11606,course-v1:TsinghuaX+THU201605X+sp,2017-06-01 08:00:00,,1,education
7333,course-v1:guangxi_TsinghuaX+10421145X_1+2016_T2,2016-08-31 00:00:00,2016-11-30 00:00:00,0,
5201,course-v1:ycitX+00680142X+2016_T1,2016-03-08 08:00:00,2016-05-29 12:00:00,0,
4447,course-v1:TsinghuaX+00040132X+2016_T1,2016-04-19 08:00:00,2016-08-25 00:00:00,0,art
11548,course-v1:TsinghuaX+90640012X+sp,2017-06-01 08:00:00,,1,foreign language
4137,course-v1:faxueyuan+001+2016,2015-12-10 08:00:00,2016-05-01 19:00:00,0,
617,PEC/20220214_4X/2015_T1,2016-08-31 16:30:00,2016-11-01 16:00:00,0,
11975,course-v1:EPFLx+UrbanInfrastructuresX+2T2017,2017-07-15 08:00:00,2018-01-15 08:00:00,0,
9620,course-v1:JNUX+jnu105590ma18X+2017_T1,2017-05-03 08:00:00,2017-07-05 23:30:00,0,philosophy
7089,course-v1:TsinghuaX+20120012+2016_T2,2016-09-12 08:00:00,2017-01-20 00:00:00,0,
3388,course-v1:sicau+40670453X+2015_T2,2015-09-01 00:00:00,2015-12-01 00:00:00,0,
11942,course-v1:ASUx+TGM540x+1T2018,2018-01-15 08:00:00,2018-03-12 08:00:00,0,
11461,course-v1:CQU+TSJYSSG00040+2017_T1,2017-05-01 08:00:00,2020-05-01 00:00:00,0,
4399,course-v1:TsinghuaX+THU201602+2016_T1,2016-03-14 08:00:00,2016-06-30 02:00:00,0,electrical
9387,course-v1:ZK+02133+J,2018-01-01 08:00:00,2020-01-01 00:00:00,0,
6550,course-v1:zhongrongxin+fx006+2016_7,2016-07-01 08:00:00,2017-04-30 00:00:00,0,
183,TsinghuaX/00690242_1X_2014/2014_T2,2014-09-25 09:00:00,2015-02-26 00:00:00,0,literature
10471,course-v1:EPFLx+PHYS-209-ENx+3T2016,2017-04-01 08:00:00,2018-04-01 08:00:00,0,
9222,course-v1:MEPhIx+MEPHI004x+1T2017,2017-02-28 08:00:00,2018-02-28 08:00:00,0,
2928,course-v1:NJUEE+18001170T+2015_2016_T1,2015-09-01 08:00:00,2016-01-30 00:00:00,0,
2104,course-v1:TsinghuaX+00690242X+2015_T2,2015-07-15 00:00:00,2016-07-15 00:00:00,0,
10213,course-v1:UBCx+SoftEng1x+1T2018,2018-01-09 08:00:00,2020-01-09 08:00:00,0,
4104,course-v1:yunnan+DSA001+2015_T2,2015-11-01 00:00:00,2016-10-03 00:00:00,0,
5055,course-v1:NUDT+500302501+_,2017-05-24 08:00:00,,1,math
9662,course-v1:TsinghuaX+00990021X+2017_T1,2017-02-20 08:00:00,2017-06-30 23:30:00,0,
8075,course-v1:yunnan_TsinghuaX+00740123X+2016_T2,2016-10-14 00:00:00,2017-01-14 00:00:00,0,
5739,course-v1:365dx+1382+2016_T1,2016-03-01 08:00:00,2016-07-01 00:00:00,0,
10193,course-v1:DelftX+CTB3365STx+1T2017,2017-03-01 08:00:00,2017-05-02 08:00:00,0,
7521,course-v1:TsinghuaX+00740043+2016_T2,2016-09-12 00:00:00,2017-01-20 23:30:00,0,
9057,course-v1:pec+20220214X+2017-T1,2017-02-25 08:00:00,2017-05-30 23:30:00,0,
9941,course-v1:CQU+CQUMOOCMSE21202-002+2017T1,2017-02-18 08:00:00,2017-05-15 23:30:00,0,
10755,course-v1:Microsoft+CLD208.1x+2T2017,2017-04-01 08:00:00,2017-06-30 08:00:00,0,
4365,course-v1:TsinghuaX+10421145X+2016_T1,2016-02-22 08:00:00,2016-06-13 00:00:00,0,math
7764,course-v1:TsinghuaX+tt111+22222,2016-09-23 20:00:00,2016-12-19 23:30:00,0,
9431,course-v1:ZK+06089+J,2018-01-01 08:00:00,2020-01-01 00:00:00,0,
8184,course-v1:ANUx+Igno101x+1T2016,2017-01-10 08:00:00,2017-03-07 08:00:00,0,
11239,course-v1:MITx+6_041x+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,math
6728,course-v1:TsinghuaX+60240013x+3T2016,2016-10-13 08:00:00,2016-12-29 08:00:00,0,
1781,course-v1:Tsinghuax+10421065X_2015_T2+2015_T2,2015-09-14 08:00:00,2016-01-08 08:00:00,0,math
9845,course-v1:365dx+028+2017_T1,2017-02-14 08:00:00,2017-07-15 00:00:00,0,
11650,course-v1:CYCU+cycusllckx+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,philosophy
2841,course-v1:NEU+B1503020+2015_T2,2016-09-20 08:00:00,2016-11-30 00:00:00,0,
6443,course-v1:TsinghuaX+00690212X+2016_TS,2016-07-01 08:00:00,2016-09-01 23:30:00,0,philosophy
8152,course-v1:UQx+Write101_x+2016_T2,2016-11-14 08:00:00,2017-01-16 23:30:00,0,foreign language
9023,course-v1:dongguan+zhiye023+20161223,2016-12-23 08:00:00,2017-07-23 00:00:00,0,
74,TsinghuaX/60240013X/_,2014-04-10 08:00:00,2014-06-26 08:00:00,0,math
11555,course-v1:CQU+TSJYIPG00004+2017_T1,2017-05-01 08:00:00,2020-05-01 00:00:00,0,
12102,course-v1:Microsoft+CLD206x+2T2017,2017-07-01 08:00:00,2017-09-30 08:00:00,0,
11184,course-v1:RITx+PM9001x+2T2018,2018-08-27 08:00:00,2018-11-06 08:00:00,0,
11954,course-v1:TsinghuaX+cppsu_Thu02016001+2017_T2,2017-06-05 08:00:00,2017-09-06 23:30:00,0,
7666,course-v1:WageningenX+BB01x+1T2017,2017-01-24 08:00:00,2018-01-23 08:00:00,0,
842,SEMS/LIKE150501/2015_05,2015-05-15 08:00:00,2015-06-14 08:00:00,0,
10004,course-v1:CQU+CQUCHEM10003-002+2017-T1,2017-02-20 08:00:00,2017-06-30 00:00:00,0,
7828,course-v1:JLU+291404+161711,2016-10-14 23:30:00,2017-03-12 23:30:00,0,
11264,course-v1:UBCx+FBSEx+2T2017,2017-05-15 08:00:00,2019-05-15 08:00:00,0,
8904,course-v1:dongguan+zhongshen022+20161223,2016-12-23 08:00:00,2017-04-23 00:00:00,0,
6713,course-v1:zhongrongxin+fk001+2016_7,2016-07-18 08:00:00,2017-04-30 00:00:00,0,
11,WellesleyX/HIST229x/_,2015-11-12 08:00:00,2016-03-15 00:00:00,0,literature
7649,course-v1:IIMBx+OM101.1x+1T2017,2017-03-02 08:00:00,2017-08-03 08:00:00,0,
3123,course-v1:SEU+00034237+2015_T2,2015-09-09 00:00:00,2015-12-09 00:00:00,0,
3005,course-v1:TsinghuaX-shfxzx+30700313X+2015_T2,2015-09-28 09:00:00,2016-08-31 00:00:00,0,
3402,course-v1:csu+00011142+2015_T2,2015-09-01 00:00:00,2015-12-01 00:00:00,0,
11505,course-v1:CQU+TSJYSSG00020+2017_T1,2017-05-01 08:00:00,2020-05-01 00:00:00,0,
12051,course-v1:HKUSTx+COMP107x+1T2018,2018-01-23 08:00:00,2018-04-16 08:00:00,0,
7438,course-v1:TsinghuaX+30040352X+2016_T2,2016-10-27 08:00:00,2017-01-24 00:00:00,0,environment
7200,course-v1:TsinghuaX+guangxi_10421102X+2016_T2,2016-08-25 00:00:00,2016-11-25 00:00:00,0,
4150,course-v1:ZUEL-Chuange+B0680090+2015_T2,2014-09-30 08:00:00,2016-12-31 23:59:00,0,
490,HVMOOC/80512073X/2014_T2,2014-12-01 09:00:00,2015-06-25 11:30:00,0,
11174,course-v1:CPVS+CPVS_ZXYRS001+2017_T2,2017-10-15 08:00:00,2018-01-15 08:00:00,0,
11961,course-v1:Microsoft+DEV236x+1T2017,2017-04-26 08:00:00,2017-09-30 08:00:00,0,
8744,course-v1:ShanDongJiaoTongUniversity+QF1101+2016_T2,2017-02-16 08:00:00,2017-11-09 02:00:00,0,
160,TsinghuaX/00691153X/_,2015-09-09 09:00:00,2016-02-09 09:00:00,0,history
11493,course-v1:CQU+TSJYSSG00033+2017_T1,2017-05-01 08:00:00,2020-05-01 00:00:00,0,
9684,course-v1:KTHx+SD2905.1x+1T2017,2017-01-23 08:00:00,2017-03-12 08:00:00,0,
2138,course-v1:SDUx+131000110+2015_T2,2015-07-15 00:00:00,2016-07-15 00:00:00,0,
11708,course-v1:UC_BerkeleyX+ColWri2_3x_2015_T1+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,foreign language
6937,course-v1:gxnun_SDUx+131000110+2016_T2,2016-08-08 00:00:00,2017-03-01 00:00:00,0,
5737,course-v1:365dx+1362+2016_T1,2016-03-01 08:00:00,2016-07-01 00:00:00,0,
10631,course-v1:JLU+291406+161721,2017-04-03 23:30:00,2017-09-02 23:30:00,0,
1775,course-v1:TsinghuaX+10610183X_tv+2016_T1,2015-04-27 20:00:00,,1,philosophy
3060,course-v1:BuuX+00691153X+2015_T2,2015-09-01 09:00:00,2016-05-27 00:00:00,0,
10149,course-v1:HUBU+20170227X+sp,2017-07-20 08:00:00,,1,foreign language
6544,course-v1:NCTU+toc+2016_T2,2016-09-20 10:00:00,2016-12-20 23:30:00,0,economics
1339,course-v1:TsinghuaX+10610224X+2015_T2,2016-10-01 00:00:00,2017-08-22 00:00:00,0,
4403,course-v1:TsinghuaX+80611322X+2016_T2,2016-09-15 10:00:00,2016-12-23 00:00:00,0,social science
11387,course-v1:CQU+TSJYHG00003+2017_T1,2017-05-01 00:00:00,2020-05-01 00:00:00,0,
5058,course-v1:NUDT+082501502+_,2016-05-10 15:00:00,2016-07-24 23:00:00,0,engineering
9587,course-v1:TsinghuaX+00612642x+1T2017,2017-02-20 08:00:00,2017-12-31 08:00:00,0,
6814,course-v1:zhongrongxin+cw009+2016_7,2016-07-22 08:00:00,2017-04-30 00:00:00,0,
832,SpocDemo/10430484_2015X/2015_T1,2015-03-02 00:00:00,2016-03-02 00:00:00,0,
11231,course-v1:TsinghuaX+30806872X+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,history
8961,course-v1:dongguan+gaozhong14+20161223,2016-12-24 08:00:00,2017-04-24 00:00:00,0,
10121,course-v1:xuetangX+imau20161215X+2017_T1,2017-02-20 08:00:00,2017-12-31 23:30:00,0,
572,TsinghuaX/00740113X/2015_T2,2015-04-02 08:00:00,2015-08-11 00:00:00,0,computer
1812,course-v1:TsinghuaX+30240233X_tv+2015_T1,2015-04-21 08:00:00,,1,computer
6621,course-v1:365dx_TsinghuaX+10610183X+2016_T0,2016-07-06 00:00:00,2016-09-01 00:00:00,0,
10001,course-v1:TsinghuaX+70230063X+2017_T1,2017-04-03 08:00:00,2017-06-18 23:30:00,0,computer
9004,course-v1:dongguan+zhiye005+20161223,2016-12-23 08:00:00,2017-04-23 00:00:00,0,
8362,course-v1:tjzd_TsinghuaX+80512073X+2016_T2,2016-11-04 00:00:00,2017-02-28 00:00:00,0,
9580,course-v1:Microsoft+DEV203x+1T2017,2017-01-17 08:00:00,2017-03-31 08:00:00,0,
1995,course-v1:TsinghuaX+30240243X+2015__T2,2015-07-09 00:00:00,2016-07-09 00:00:00,0,
9966,course-v1:Tsinghuax+80470193+2017_T1,2017-02-20 08:00:00,2017-07-30 08:00:00,0,
2788,course-v1:gznu10663+01030132X+2015_T2,2015-02-26 08:00:00,2016-06-30 00:00:00,0,
8611,course-v1:CPVS+CPVS_HY002+2016_T2,2016-12-01 00:00:00,2018-09-01 23:30:00,0,
4280,course-v1:TsinghuaX+80515522X+sp,2015-09-04 20:00:00,,1,business
8858,course-v1:dongguan+zhongshen004+20161223,2016-12-23 08:00:00,2017-04-23 00:00:00,0,
709,TsinghuaX/THUSEM002/_,2015-03-20 08:00:00,2015-04-24 10:00:00,0,economics
8458,course-v1:BJUT+2140074001x+2016_2017,2016-05-09 15:00:00,2016-08-01 01:00:00,0,
7983,course-v1:TsinghuaX+10450034_1X+2016_2017,2016-03-16 08:00:00,2016-06-16 00:00:00,0,
8820,course-v1:spocdemo_TsinghuaX+80512073X+2016_T2,2016-12-21 00:00:00,2019-12-31 00:00:00,0,
566,TsinghuaX/40130653X/2015_T2,2015-09-14 08:00:00,2016-01-18 00:00:00,0,engineering
9595,course-v1:Microsoft+DAT209x+1T2017,2017-01-01 08:00:00,2017-03-31 08:00:00,0,
12219,course-v1:ShanDongJiaoTongUniversity+090431+2017_T2,2017-06-29 08:00:00,2017-07-01 08:00:00,0,
10363,course-v1:TsinghuaX+guangxi00691153X+2017_T1,2017-03-09 00:00:00,2017-06-09 00:00:00,0,
6232,course-v1:nuctech_CIE+JD2015+2016_T1,2016-05-22 00:00:00,2016-05-23 00:00:00,0,
9308,course-v1:ynu_ustcX+LB05203a+2017_T1,2017-03-01 00:00:00,2017-07-15 00:00:00,0,
2044,course-v1:CDU+04420040+2015_T1,2015-01-01 08:00:00,2016-12-31 00:00:00,0,
